"genes.plot"	"id"	"pct.exp"	"pct.exp2"	"pct.exp100"	"avg.exp"	"avg.exp.scale"	"abs_avg_exp_scale"	"avg_logFC"	"avg_logFC2"	"p_val_adj"	"p_val_adj2"	"pval_symb"
"PF4"	"CD8 T cells"	0.00974025974025974	0.01	1	0.109740057888601	-0.353262806751895	0.353262806751895	-0.590795065058707	NA	1	NA	">0.01"
"GNG11"	"CD8 T cells"	0.0194805194805195	0.02	2	0.0787161334927	-0.352585075461327	0.352585075461327	-0.403470425719773	NA	1	NA	">0.01"
"SDPR"	"CD8 T cells"	0.00974025974025974	0.01	1	0.0978091463666201	-0.352585327564021	0.352585327564021	-0.319337417659352	NA	1	NA	">0.01"
"CLU"	"CD8 T cells"	0.0357142857142857	0.04	4	0.15605545275652	-0.349836392182833	0.349836392182833	-0.241001594728275	NA	1	NA	">0.01"
"PPBP"	"CD8 T cells"	0.0162337662337662	0.02	2	0.383174821766533	-0.352201590480562	0.352201590480562	-1.00767114108245	NA	1	NA	">0.01"
"LDHB"	"FCGR3A+ Monocytes"	0.363057324840764	0.36	36	1.26346043880144	-0.836836189993052	0.836836189993052	-1.43720301831312	-1.44	2.06669022235002e-27	"2.1e-27"	"<1e-10"
"CD3D"	"FCGR3A+ Monocytes"	0.0573248407643312	0.06	6	0.174535225576237	-0.56761721674199	0.56761721674199	-1.91371914234261	NA	4.71586106915833e-27	NA	"<1e-10"
"CD3E"	"FCGR3A+ Monocytes"	0.127388535031847	0.13	13	0.484943091587035	-0.731584504633674	0.731584504633674	-1.36529857169113	-1.37	6.07076158468862e-18	"6.1e-18"	"<1e-10"
"IL7R"	"FCGR3A+ Monocytes"	0.133757961783439	0.13	13	0.40435891329336	-0.62156713179443	0.62156713179443	-1.28821685241676	-1.29	4.5330804793632e-11	"4.5e-11"	"<1e-10"
"MAL"	"FCGR3A+ Monocytes"	0.0191082802547771	0.02	2	0.0487800528818118	-0.450203763630902	0.450203763630902	-0.585555007765783	NA	0.130187601037864	NA	">0.01"
"S100A9"	"FCGR3A+ Monocytes"	0.878980891719745	0.88	88	13.3384637408295	-0.176915976871738	0.176915976871738	-0.6674295415155	-0.67	4.2401220229214e-28	"4.2e-28"	"<1e-10"
"S100A8"	"FCGR3A+ Monocytes"	0.503184713375796	0.5	50	4.58952956754201	-0.257234654712946	0.257234654712946	-1.08790848713998	NA	0.209139189492253	NA	">0.01"
"LGALS2"	"FCGR3A+ Monocytes"	0.267515923566879	0.27	27	1.47451213654611	-0.339693854974113	0.339693854974113	-0.642361386652874	NA	1	NA	">0.01"
"FCN1"	"FCGR3A+ Monocytes"	0.745222929936306	0.75	75	13.880822357185	0.86450492020412	0.86450492020412	0.835166323967765	0.84	3.72000723128778e-32	"3.7e-32"	"<1e-10"
"LYZ"	"FCGR3A+ Monocytes"	0.987261146496815	0.99	99	31.2454814680248	-0.209025198037423	0.209025198037423	-0.225872381686374	-0.23	6.78635182304629e-28	"6.8e-28"	"<1e-10"
"CD79A"	"FCGR3A+ Monocytes"	0.0573248407643312	0.06	6	0.205219020172771	-0.357312677500918	0.357312677500918	-1.26865449335698	NA	1	NA	">0.01"
"MS4A1"	"FCGR3A+ Monocytes"	0.0828025477707006	0.08	8	0.259042297553279	-0.35559566315202	0.35559566315202	-0.80342970041534	NA	1	NA	">0.01"
"CD79B"	"FCGR3A+ Monocytes"	0.585987261146497	0.59	59	3.46118515043582	0.0416365362887038	0.0416365362887038	0.102568357391511	0.1	1.25820947242162e-13	"1.3e-13"	"<1e-10"
"TCL1A"	"FCGR3A+ Monocytes"	0.0318471337579618	0.03	3	0.10314125515962	-0.383853501713443	0.383853501713443	-0.945752359123581	NA	1	NA	">0.01"
"HLA-DQB1"	"FCGR3A+ Monocytes"	0.305732484076433	0.31	31	1.0700113521499	-0.482021601294851	0.482021601294851	-0.631716659111751	NA	1	NA	">0.01"
"CCL5"	"FCGR3A+ Monocytes"	0.165605095541401	0.17	17	0.580037893954947	-0.687864457659922	0.687864457659922	-2.02683255819636	-2.03	0.00333707332938383	"0.0033"	"<0.01"
"NKG7"	"FCGR3A+ Monocytes"	0.32484076433121	0.32	32	1.64241090981119	-0.464323829028642	0.464323829028642	-1.74920794707594	NA	1	NA	">0.01"
"GZMK"	"FCGR3A+ Monocytes"	0.0191082802547771	0.02	2	0.0939982033055299	-0.436956658077223	0.436956658077223	-0.947494027606126	NA	1	NA	">0.01"
"CST7"	"FCGR3A+ Monocytes"	0.0573248407643312	0.06	6	0.152391747551981	-0.505756644293046	0.505756644293046	-1.29921607711798	NA	0.0214636614416537	NA	">0.01"
"GZMH"	"FCGR3A+ Monocytes"	0.0318471337579618	0.03	3	0.0957741756368584	-0.536012624641725	0.536012624641725	-0.98736306567358	NA	1	NA	">0.01"
"FCGR3A"	"FCGR3A+ Monocytes"	0.961783439490446	0.96	96	21.9679620680342	2.10647513173316	2.10647513173316	2.27865197259724	2.28	1.42288591204775e-168	"1.4e-168"	"<1e-100"
"IFITM3"	"FCGR3A+ Monocytes"	0.974522292993631	0.97	97	17.5501480409535	2.18756247495563	2.18756247495563	1.8708591759436	1.87	1.68366418345734e-135	"1.7e-135"	"<1e-100"
"LST1"	"FCGR3A+ Monocytes"	1	1	100	51.0888005070465	2.24611056633887	2.24611056633887	2.15411914239658	2.15	9.775468315266e-119	"9.8e-119"	"<1e-100"
"FCER1G"	"FCGR3A+ Monocytes"	1	1	100	40.5152791498614	2.11998263362121	2.11998263362121	1.91407341383369	1.91	5.52954125694914e-113	"5.5e-113"	"<1e-100"
"AIF1"	"FCGR3A+ Monocytes"	1	1	100	42.6262714582307	2.07274665889113	2.07274665889113	1.8445656692016	1.84	1.95713279015048e-106	"2,00E-106"	"<1e-100"
"GZMB"	"FCGR3A+ Monocytes"	0.0764331210191083	0.08	8	0.237674003932798	-0.452487606579177	0.452487606579177	-1.3742162958461	NA	1	NA	">0.01"
"FGFBP2"	"FCGR3A+ Monocytes"	0.0382165605095541	0.04	4	0.131604283198286	-0.414756328726476	0.414756328726476	-1.03946478322069	NA	1	NA	">0.01"
"PRF1"	"FCGR3A+ Monocytes"	0.0700636942675159	0.07	7	0.168726020032708	-0.432323864484055	0.432323864484055	-1.08692853757395	NA	1	NA	">0.01"
"GNLY"	"FCGR3A+ Monocytes"	0.140127388535032	0.14	14	0.347568140518745	-0.388949805873614	0.388949805873614	-1.96118656834105	NA	1	NA	">0.01"
"FCER1A"	"FCGR3A+ Monocytes"	0.00636942675159236	0.01	1	0.0175805320220601	-0.359330039781401	0.359330039781401	-0.218624837419053	NA	1	NA	">0.01"
"CLEC10A"	"FCGR3A+ Monocytes"	0	0	0	0	-0.378818293771379	0.378818293771379	-0.134802424372613	NA	1	NA	">0.01"
"HLA-DQA1"	"FCGR3A+ Monocytes"	0.420382165605096	0.42	42	2.20898254258633	-0.372431643742708	0.372431643742708	-0.206327605302639	NA	0.0293526824360335	"0.029"	">0.01"
"HLA-DPA1"	"FCGR3A+ Monocytes"	0.974522292993631	0.97	97	22.4948781190734	0.25571810671791	0.25571810671791	0.867924185604439	0.87	1.81773244455024e-41	"1.8e-41"	"<1e-10"
"HLA-DPB1"	"FCGR3A+ Monocytes"	0.936305732484076	0.94	94	15.2307801717509	-0.185971150595681	0.185971150595681	0.300579992359751	0.3	2.8290602185042e-17	"2.8e-17"	"<1e-10"
"PF4"	"FCGR3A+ Monocytes"	0.0445859872611465	0.04	4	0.169423258480705	-0.352200325857074	0.352200325857074	-0.508943627741875	NA	1	NA	">0.01"
"GNG11"	"FCGR3A+ Monocytes"	0.0445859872611465	0.04	4	0.121879564612724	-0.351321698390444	0.351321698390444	-0.342095270589553	NA	1	NA	">0.01"
"SDPR"	"FCGR3A+ Monocytes"	0.0382165605095541	0.04	4	0.153481023601851	-0.350539210167433	0.350539210167433	-0.250717545116345	NA	1	NA	">0.01"
"CLU"	"FCGR3A+ Monocytes"	0.0445859872611465	0.04	4	0.118471160623302	-0.351327000130665	0.351327000130665	-0.262569352992928	NA	1	NA	">0.01"
"PPBP"	"FCGR3A+ Monocytes"	0.0573248407643312	0.06	6	0.255320417634084	-0.35301956966277	0.35301956966277	-1.06747049876747	NA	1	NA	">0.01"
"LDHB"	"NK cells"	0.47741935483871	0.48	48	4.37590307757954	-0.0788150911353236	0.0788150911353236	-0.550938780884259	-0.55	6.79332277554039e-06	"6.8e-06"	"<0.01"
"CD3D"	"NK cells"	0.0903225806451613	0.09	9	0.933562076867021	-0.431864422451626	0.431864422451626	-1.40856741917763	NA	6.6922432401349e-21	NA	"<1e-10"
"CD3E"	"NK cells"	0.393548387096774	0.39	39	3.41907765433179	0.216041791176924	0.216041791176924	-0.242127204630768	NA	1	NA	">0.01"
"IL7R"	"NK cells"	0.148387096774194	0.15	15	0.946378161675786	-0.4135362236054	0.4135362236054	-0.954573922243242	-0.95	4.09784263855859e-07	"4.1e-07"	"<0.01"
"MAL"	"NK cells"	0.0129032258064516	0.01	1	0.0943419005165677	-0.373013983840084	0.373013983840084	-0.541160757582182	NA	0.0871426484286235	NA	">0.01"
"S100A9"	"NK cells"	0.135483870967742	0.14	14	0.683685955347531	-0.450123294343205	0.450123294343205	-2.83688101240138	-2.84	2.09983829003653e-06	"2.1e-06"	"<0.01"
"S100A8"	"NK cells"	0.0903225806451613	0.09	9	0.447695648328181	-0.409673420742945	0.409673420742945	-2.45376904435525	NA	0.000197045486765673	NA	"<0.01"
"LGALS2"	"NK cells"	0.0193548387096774	0.02	2	0.109010298480745	-0.55148068309481	0.55148068309481	-1.46252045315037	NA	1.49183809881739e-05	NA	"<0.01"
"FCN1"	"NK cells"	0.0774193548387097	0.08	8	0.514339186240111	-0.567568417271641	0.567568417271641	-1.57241804434332	NA	2.88901536127526e-06	NA	"<0.01"
"LYZ"	"NK cells"	0.412903225806452	0.41	41	2.76977680803493	-0.615529057891536	0.615529057891536	-2.41511983037155	-2.42	4.40311978658472e-06	"4.4e-06"	"<0.01"
"CD79A"	"NK cells"	0.0193548387096774	0.02	2	0.0848424831535098	-0.372541726016429	0.372541726016429	-1.37505466547335	NA	0.011259547113602	NA	">0.01"
"MS4A1"	"NK cells"	0.0580645161290323	0.06	6	0.270048057715124	-0.352879589424641	0.352879589424641	-0.79403693240119	NA	1	NA	">0.01"
"CD79B"	"NK cells"	0.180645161290323	0.18	18	1.4036625405396	-0.287929939987507	0.287929939987507	-0.547338793182552	NA	1	NA	">0.01"
"TCL1A"	"NK cells"	0.0258064516129032	0.03	3	0.11614473787691	-0.380874246384462	0.380874246384462	-0.933254872465496	NA	1	NA	">0.01"
"HLA-DQB1"	"NK cells"	0.0258064516129032	0.03	3	0.120028851762343	-0.607772652581408	0.607772652581408	-1.26066148075446	NA	1.62515890992841e-06	NA	"<0.01"
"CCL5"	"NK cells"	0.696774193548387	0.7	70	32.8373377384685	0.386387207342107	0.386387207342107	1.22193745329093	1.22	5.65115717804162e-30	"5.7e-30"	"<1e-10"
"NKG7"	"NK cells"	1	1	100	121.920938219641	2.29687117293309	2.29687117293309	2.77350136945008	2.77	5.0315598103631e-135	"5,00E-135"	"<1e-100"
"GZMK"	"NK cells"	0.109677419354839	0.11	11	1.5002974329898	-0.0695222494949756	0.0695222494949756	-0.0888082240146317	NA	1	NA	">0.01"
"CST7"	"NK cells"	0.941935483870968	0.94	94	24.3188178267862	2.21829288754511	2.21829288754511	2.23308679007545	2.23	9.65234899332902e-148	"9.7e-148"	"<1e-100"
"GZMH"	"NK cells"	0.612903225806452	0.61	61	10.0295256423635	1.62339040970837	1.62339040970837	1.55917098113425	1.56	3.90169853497207e-101	"3.9e-101"	"<1e-100"
"FCGR3A"	"NK cells"	0.819354838709677	0.82	82	12.8015412954138	0.972015837661692	0.972015837661692	1.54594791303929	1.55	5.36695918656643e-101	"5.4e-101"	"<1e-100"
"IFITM3"	"NK cells"	0.167741935483871	0.17	17	1.37286055704539	-0.479955223616161	0.479955223616161	-0.491496924083405	NA	1	NA	">0.01"
"LST1"	"NK cells"	0.135483870967742	0.14	14	0.721846490026678	-0.580169488833371	0.580169488833371	-1.67838972597961	-1.68	1.44060604970288e-06	"1.4e-06"	"<0.01"
"FCER1G"	"NK cells"	0.838709677419355	0.84	84	14.2761671801268	0.187021528817752	0.187021528817752	0.673571303129934	0.67	3.00876979933877e-28	"3,00E-28"	"<1e-10"
"AIF1"	"NK cells"	0.0838709677419355	0.08	8	0.454086163344575	-0.650736608301906	0.650736608301906	-1.88312766640151	NA	3.74032977641045e-11	NA	"<1e-10"
"GZMB"	"NK cells"	0.954838709677419	0.95	95	49.642250902803	2.444091056475	2.444091056475	3.33463424147769	3.33	1.25081370655269e-260	"1.3e-260"	"<1e-100"
"FGFBP2"	"NK cells"	0.851612903225806	0.85	85	25.03455039171	2.43750422342967	2.43750422342967	2.76252248811747	2.76	1.17695218118515e-217	"1.2e-217"	"<1e-100"
"PRF1"	"NK cells"	0.935483870967742	0.94	94	26.6375786809796	2.43700364813467	2.43700364813467	2.72513342987407	2.73	2.94511424394168e-195	"2.9e-195"	"<1e-100"
"GNLY"	"NK cells"	0.961290322580645	0.96	96	111.777642489958	2.46711977047751	2.46711977047751	3.76392817032387	3.76	8.57354429498032e-188	"8.6e-188"	"<1e-100"
"FCER1A"	"NK cells"	0.0129032258064516	0.01	1	0.0626592896058649	-0.350989664341724	0.350989664341724	-0.172894734020277	NA	1	NA	">0.01"
"CLEC10A"	"NK cells"	0	0	0	0	-0.378818293771379	0.378818293771379	-0.134700839312673	NA	1	NA	">0.01"
"HLA-DQA1"	"NK cells"	0.0193548387096774	0.02	2	0.0890157939285642	-0.611271824525528	0.611271824525528	-1.31986264107299	NA	8.14919844165154e-06	NA	"<0.01"
"HLA-DPA1"	"NK cells"	0.341935483870968	0.34	34	2.10017585298135	-0.702539531329189	0.702539531329189	-1.27978135374697	-1.28	0.000157664835999169	"0.00016"	"<0.01"
"HLA-DPB1"	"NK cells"	0.316129032258064	0.32	32	2.29539333650118	-0.656530054621934	0.656530054621934	-1.35910200039773	-1.36	1.45202272645595e-06	"1.5e-06"	"<0.01"
"PF4"	"NK cells"	0	0	0	0	-0.355216400288208	0.355216400288208	-0.670556563007202	NA	1	NA	">0.01"
"GNG11"	"NK cells"	0	0	0	0	-0.354889066492224	0.354889066492224	-0.461673818315931	NA	1	NA	">0.01"
"SDPR"	"NK cells"	0.0193548387096774	0.02	2	0.105632506824032	-0.352297794347491	0.352297794347491	-0.294919256027693	NA	1	NA	">0.01"
"CLU"	"NK cells"	0	0	0	0	-0.356025613396761	0.356025613396761	-0.379419329850804	NA	1	NA	">0.01"
"PPBP"	"NK cells"	0	0	0	0	-0.354653043205073	0.354653043205073	-1.29869157184826	NA	1	NA	">0.01"
"LDHB"	"Dendritic cells"	0.6875	0.69	69	3.30425113240214	-0.339810996716191	0.339810996716191	-0.754505307140505	NA	1	NA	">0.01"
"CD3D"	"Dendritic cells"	0.15625	0.16	16	0.250666489516012	-0.554001055739113	0.554001055739113	-1.80904338314974	NA	0.045885115492763	"0.046"	">0.01"
"CD3E"	"Dendritic cells"	0.15625	0.16	16	0.43224466279193	-0.748604316031632	0.748604316031632	-1.3651736644759	NA	0.449419351331566	NA	">0.01"
"IL7R"	"Dendritic cells"	0.34375	0.34	34	0.86278525034302	-0.445619787638629	0.445619787638629	-0.969222445086926	NA	1	NA	">0.01"
"MAL"	"Dendritic cells"	0.0625	0.06	6	0.209170527002858	-0.178474103385424	0.178474103385424	-0.420691135898108	NA	1	NA	">0.01"
"S100A9"	"Dendritic cells"	0.65625	0.66	66	16.1941891622455	-0.115262971576362	0.115262971576362	-0.460882795046092	NA	1	NA	">0.01"
"S100A8"	"Dendritic cells"	0.40625	0.41	41	5.57351903617511	-0.221019262374517	0.221019262374517	-0.89267957414744	NA	1	NA	">0.01"
"LGALS2"	"Dendritic cells"	0.84375	0.84	84	8.34996671134672	0.726676526736971	0.726676526736971	0.728500325728759	0.73	1.95176730624357e-11	"2,00E-11"	"<1e-10"
"FCN1"	"Dendritic cells"	0.625	0.62	62	3.54452100175754	-0.242917383023592	0.242917383023592	-0.430042683525871	NA	1	NA	">0.01"
"LYZ"	"Dendritic cells"	0.96875	0.97	97	129.474496699687	1.19323944538837	1.19323944538837	1.2122719032751	1.21	1.01146342296577e-07	"1,00E-07"	"<0.01"
"CD79A"	"Dendritic cells"	0.1875	0.19	19	0.743958541344082	-0.289155788224162	0.289155788224162	-0.862472270253023	NA	1	NA	">0.01"
"MS4A1"	"Dendritic cells"	0.0625	0.06	6	0.171980570176822	-0.377081327650441	0.377081327650441	-0.848631911034603	NA	1	NA	">0.01"
"CD79B"	"Dendritic cells"	0.1875	0.19	19	0.499924040652822	-0.432687480658157	0.432687480658157	-1.0015437965868	NA	1	NA	">0.01"
"TCL1A"	"Dendritic cells"	0.09375	0.09	9	1.12736942568114	-0.149190427100338	0.149190427100338	-0.25468001292298	NA	1	NA	">0.01"
"HLA-DQB1"	"Dendritic cells"	0.9375	0.94	94	18.3979410633551	1.8117105221018	1.8117105221018	1.68614646790508	1.69	2.76093472377556e-21	"2.8e-21"	"<1e-10"
"CCL5"	"Dendritic cells"	0.40625	0.41	41	0.889123568772422	-0.677571103832992	0.677571103832992	-1.8052994499849	NA	1	NA	">0.01"
"NKG7"	"Dendritic cells"	0.3125	0.31	31	0.77888697296452	-0.484147466978194	0.484147466978194	-2.10520743941355	NA	1	NA	">0.01"
"GZMK"	"Dendritic cells"	0.09375	0.09	9	0.151616598414516	-0.421902265325347	0.421902265325347	-0.866098947342312	NA	1	NA	">0.01"
"CST7"	"Dendritic cells"	0.1875	0.19	19	0.350928072898715	-0.483377547676093	0.483377547676093	-1.10415917009555	NA	1	NA	">0.01"
"GZMH"	"Dendritic cells"	0.03125	0.03	3	0.0701459034792368	-0.541583709125537	0.541583709125537	-0.980581280996079	NA	1	NA	">0.01"
"FCGR3A"	"Dendritic cells"	0.1875	0.19	19	0.372462893878395	-0.566238172178418	0.566238172178418	-0.966119001822094	NA	1	NA	">0.01"
"IFITM3"	"Dendritic cells"	0.5625	0.56	56	5.67829465599686	0.22997971884015	0.22997971884015	0.575747130045153	NA	0.470204484447338	NA	">0.01"
"LST1"	"Dendritic cells"	0.90625	0.91	91	10.2192877861143	-0.0472321803506856	0.0472321803506856	0.248227239183256	0.25	0.000659532923554254	"0.00066"	"<0.01"
"FCER1G"	"Dendritic cells"	0.96875	0.97	97	12.2783959062518	0.0398513740827844	0.0398513740827844	0.486037729974889	0.49	2.83885904342976e-05	"2.8e-05"	"<0.01"
"AIF1"	"Dendritic cells"	0.9375	0.94	94	10.2099764879251	-0.0207003920191477	0.0207003920191477	0.213281213366742	0.21	0.00311556794851989	"0.0031"	"<0.01"
"GZMB"	"Dendritic cells"	0.15625	0.16	16	7.45165669371087	-0.0295335070505726	0.0295335070505726	0.60236106048954	NA	1	NA	">0.01"
"FGFBP2"	"Dendritic cells"	0.0625	0.06	6	0.103358806693147	-0.417991426214999	0.417991426214999	-1.03335995639173	NA	1	NA	">0.01"
"PRF1"	"Dendritic cells"	0.09375	0.09	9	0.223620473685341	-0.426373090259977	0.426373090259977	-1.00852199501717	NA	1	NA	">0.01"
"GNLY"	"Dendritic cells"	0.25	0.25	25	0.599353647343267	-0.382496279480438	0.382496279480438	-1.74746051844309	NA	1	NA	">0.01"
"FCER1A"	"Dendritic cells"	0.84375	0.84	84	15.3357963496871	2.47481353100831	2.47481353100831	2.72924303221416	2.73	3.44271104475268e-234	"3.4e-234"	"<1e-100"
"CLEC10A"	"Dendritic cells"	0.75	0.75	75	5.63719404829848	2.47013340369096	2.47013340369096	1.82674470323545	1.83	3.89802766882819e-161	"3.9e-161"	"<1e-100"
"HLA-DQA1"	"Dendritic cells"	0.96875	0.97	97	23.2292085486446	1.99575388679043	1.99575388679043	1.89257079788262	1.89	4.67011021132035e-27	"4.7e-27"	"<1e-10"
"HLA-DPA1"	"Dendritic cells"	1	1	100	62.1464453019096	2.11877139466234	2.11877139466234	1.83981498755164	1.84	2.86276461547416e-18	"2.9e-18"	"<1e-10"
"HLA-DPB1"	"Dendritic cells"	1	1	100	80.4800217876437	2.18764256613132	2.18764256613132	1.96516835463786	1.97	9.65058791114511e-17	"9.7e-17"	"<1e-10"
"PF4"	"Dendritic cells"	0.0625	0.06	6	0.208895085609651	-0.351497648021567	0.351497648021567	-0.456175813342635	NA	1	NA	">0.01"
"GNG11"	"Dendritic cells"	0	0	0	0	-0.354889066492224	0.354889066492224	-0.444066932575425	NA	1	NA	">0.01"
"SDPR"	"Dendritic cells"	0.03125	0.03	3	0.0527515192437542	-0.354241337730797	0.354241337730797	-0.332243933425178	NA	1	NA	">0.01"
"CLU"	"Dendritic cells"	0.03125	0.03	3	0.0497611464968153	-0.354052066570377	0.354052066570377	-0.315417385190573	NA	1	NA	">0.01"
"PPBP"	"Dendritic cells"	0.03125	0.03	3	0.0674508957478955	-0.354221509939422	0.354221509939422	-1.1982625420899	NA	1	NA	">0.01"
"LDHB"	"Megakaryocytes"	0.285714285714286	0.29	29	2.09046276099163	-0.635423575600067	0.635423575600067	-1.08285685244669	NA	1	NA	">0.01"
"CD3D"	"Megakaryocytes"	0	0	0	0	-0.598833035436388	0.598833035436388	-2.02714358118894	NA	1	NA	">0.01"
"CD3E"	"Megakaryocytes"	0.214285714285714	0.21	21	1.69600807932662	-0.340451445199616	0.340451445199616	-0.726314119550761	NA	1	NA	">0.01"
"IL7R"	"Megakaryocytes"	0.142857142857143	0.14	14	0.377483194384603	-0.63188222711532	0.63188222711532	-1.2673002411708	NA	1	NA	">0.01"
"MAL"	"Megakaryocytes"	0	0	0	0	-0.532845748879525	0.532845748879525	-0.608874524849085	NA	1	NA	">0.01"
"S100A9"	"Megakaryocytes"	0.285714285714286	0.29	29	4.35252900719423	-0.370915679210776	0.370915679210776	-1.6276695608842	NA	1	NA	">0.01"
"S100A8"	"Megakaryocytes"	0.285714285714286	0.29	29	2.2924717348235	-0.341777074411324	0.341777074411324	-1.58112629988144	NA	1	NA	">0.01"
"LGALS2"	"Megakaryocytes"	0.0714285714285714	0.07	7	0.937998311603039	-0.422906164221959	0.422906164221959	-0.861205151714855	NA	1	NA	">0.01"
"FCN1"	"Megakaryocytes"	0.142857142857143	0.14	14	1.09896410637165	-0.504932213729024	0.504932213729024	-1.20199094255295	NA	1	NA	">0.01"
"LYZ"	"Megakaryocytes"	0.5	0.5	50	11.5584176466422	-0.490067143377966	0.490067143377966	-1.16040414437901	NA	1	NA	">0.01"
"CD79A"	"Megakaryocytes"	0.0714285714285714	0.07	7	0.0804828973843058	-0.373093264919531	0.373093264919531	-1.33810959516892	NA	1	NA	">0.01"
"MS4A1"	"Megakaryocytes"	0.0714285714285714	0.07	7	0.46899915580152	-0.303781131653487	0.303781131653487	-0.618233030715349	NA	1	NA	">0.01"
"CD79B"	"Megakaryocytes"	0.0714285714285714	0.07	7	0.241448692152918	-0.474089120377526	0.474089120377526	-1.18666886343983	NA	1	NA	">0.01"
"TCL1A"	"Megakaryocytes"	0	0	0	0	-0.407484412043596	0.407484412043596	-1.01021539210305	NA	1	NA	">0.01"
"HLA-DQB1"	"Megakaryocytes"	0.0714285714285714	0.07	7	0.284236257176965	-0.586036195487196	0.586036195487196	-1.08435751920851	NA	1	NA	">0.01"
"CCL5"	"Megakaryocytes"	1	1	100	78.87608107687	1.91959664905831	1.91959664905831	1.98191650647775	1.98	4.43765706562801e-08	"4.4e-08"	"<0.01"
"NKG7"	"Megakaryocytes"	0.214285714285714	0.21	21	0.833718310362791	-0.482888721812608	0.482888721812608	-2.06878707163389	NA	1	NA	">0.01"
"GZMK"	"Megakaryocytes"	0.0714285714285714	0.07	7	0.284236257176965	-0.387251726624063	0.387251726624063	-0.752859431261897	NA	1	NA	">0.01"
"CST7"	"Megakaryocytes"	0	0	0	0	-0.522934305036671	0.522934305036671	-1.40081606222113	NA	1	NA	">0.01"
"GZMH"	"Megakaryocytes"	0	0	0	0	-0.556832054861552	0.556832054861552	-1.04421208920213	NA	1	NA	">0.01"
"FCGR3A"	"Megakaryocytes"	0.0714285714285714	0.07	7	1.20724346076459	-0.462923629228021	0.462923629228021	-0.485482137561232	NA	1	NA	">0.01"
"IFITM3"	"Megakaryocytes"	0.142857142857143	0.14	14	1.09896410637165	-0.525118767286567	0.525118767286567	-0.593448465344617	NA	1	NA	">0.01"
"LST1"	"Megakaryocytes"	0.142857142857143	0.14	14	1.99817420610333	-0.508549919252252	0.508549919252252	-1.07832352556292	NA	1	NA	">0.01"
"FCER1G"	"Megakaryocytes"	0.285714285714286	0.29	29	6.28620728622349	-0.401576199705562	0.401576199705562	-0.122291824948429	NA	1	NA	">0.01"
"AIF1"	"Megakaryocytes"	0.214285714285714	0.21	21	3.06447265661152	-0.482157629394182	0.482157629394182	-0.807062110347964	NA	1	NA	">0.01"
"GZMB"	"Megakaryocytes"	0.214285714285714	0.21	21	1.26448276818654	-0.392286051495271	0.392286051495271	-0.727376595027189	NA	1	NA	">0.01"
"FGFBP2"	"Megakaryocytes"	0	0	0	0	-0.429829633861765	0.429829633861765	-1.12746876820141	NA	1	NA	">0.01"
"PRF1"	"Megakaryocytes"	0.0714285714285714	0.07	7	0.75826508947528	-0.368415515550932	0.368415515550932	-0.64078693712056	NA	1	NA	">0.01"
"GNLY"	"Megakaryocytes"	0.0714285714285714	0.07	7	0.46899915580152	-0.385837401700868	0.385837401700868	-1.82687417732284	NA	1	NA	">0.01"
"FCER1A"	"Megakaryocytes"	0	0	0	0	-0.362582752264008	0.362582752264008	-0.225367877309592	NA	1	NA	">0.01"
"CLEC10A"	"Megakaryocytes"	0	0	0	0	-0.378818293771379	0.378818293771379	-0.127906009337942	NA	1	NA	">0.01"
"HLA-DQA1"	"Megakaryocytes"	0.142857142857143	0.14	14	0.364719154561271	-0.580210469182272	0.580210469182272	-1.05363794871116	NA	1	NA	">0.01"
"HLA-DPA1"	"Megakaryocytes"	0.0714285714285714	0.07	7	0.563380281690141	-0.77474681707884	0.77474681707884	-1.92559112885786	NA	1	NA	">0.01"
"HLA-DPB1"	"Megakaryocytes"	0.285714285714286	0.29	29	2.60819031318602	-0.645151237397045	0.645151237397045	-1.22753579534748	NA	1	NA	">0.01"
"PF4"	"Megakaryocytes"	1	1	100	158.975768877222	2.47487172326827	2.47487172326827	5.02072621906145	5.02	1.06025396193601e-195	"1.1e-195"	"<1e-100"
"GNG11"	"Megakaryocytes"	0.928571428571429	0.93	93	96.679108554943	2.47487135366755	2.47487135366755	4.54306180652827	4.54	2.13355911755921e-181	"2.1e-181"	"<1e-100"
"SDPR"	"Megakaryocytes"	0.928571428571429	0.93	93	77.0287555893614	2.47487003536289	2.47487003536289	4.30439744275257	4.3	3.8784118408293e-164	"3.9e-164"	"<1e-100"
"CLU"	"Megakaryocytes"	0.857142857142857	0.86	86	71.3783566566353	2.47486835045476	2.47486835045476	4.22759817108284	4.23	3.12109200461677e-114	"3.1e-114"	"<1e-100"
"PPBP"	"Megakaryocytes"	1	1	100	442.269607524372	2.47487273131097	2.47487273131097	5.94433467018328	5.94	5.0529894672127e-106	"5.1e-106"	"<1e-100"
